"Station","Survey_Type","Start_Date","Survey_Start_Time","End_Date","Survey_End_Time","Segment","Seg_dist_m","Parent_Trail_LongName","Start_Date_Start_Time","End_Date_End_Time","Effort_hrs"
"YRS","Night",2025-06-17,"8:17 PM",2025-06-17,"11:35 PM","FPPE-02",2520,"Forest Plot Perimeter",2025-06-17 20:17:00,2025-06-17 23:35:00,3.3
"YRS","Night",2025-06-15,"8:34 PM",2025-06-15,"11:24 PM","TORR-01",900,"Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter",2025-06-15 20:34:00,2025-06-15 23:24:00,2.83333333333333
"YRS","Night",2025-06-15,"8:34 PM",2025-06-15,"11:24 PM","FPPE-06",69,"Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter",2025-06-15 20:34:00,2025-06-15 23:24:00,2.83333333333333
"YRS","Night",2025-06-15,"8:34 PM",2025-06-15,"11:24 PM","FPPE-03",88,"Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter",2025-06-15 20:34:00,2025-06-15 23:24:00,2.83333333333333
"YRS","Night",2025-06-15,"8:34 PM",2025-06-15,"11:24 PM","FPIN-01",1053,"Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter",2025-06-15 20:34:00,2025-06-15 23:24:00,2.83333333333333
"YRS","Night",2025-06-15,"8:34 PM",2025-06-15,"11:24 PM","FPPE-05",291,"Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter",2025-06-15 20:34:00,2025-06-15 23:24:00,2.83333333333333
"YRS","Night",2025-06-15,"8:34 PM",2025-06-15,"11:24 PM","FPPE-01",171,"Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter",2025-06-15 20:34:00,2025-06-15 23:24:00,2.83333333333333
"YRS","Night",2025-06-14,"8:04 PM",2025-06-14,"10:40 PM","BOTA-01",142,"Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus",2025-06-14 20:04:00,2025-06-14 22:40:00,2.6
"YRS","Night",2025-06-14,"8:04 PM",2025-06-14,"10:40 PM","TINA-01",65,"Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus",2025-06-14 20:04:00,2025-06-14 22:40:00,2.6
"YRS","Night",2025-06-14,"8:04 PM",2025-06-14,"10:40 PM","TINA-02",509,"Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus",2025-06-14 20:04:00,2025-06-14 22:40:00,2.6
"YRS","Night",2025-06-14,"8:04 PM",2025-06-14,"10:40 PM","NAPO-02",419,"Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus",2025-06-14 20:04:00,2025-06-14 22:40:00,2.6
"YRS","Night",2025-06-14,"8:04 PM",2025-06-14,"10:40 PM","NAPO-03",157,"Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus",2025-06-14 20:04:00,2025-06-14 22:40:00,2.6
"YRS","Night",2025-06-14,"8:04 PM",2025-06-14,"10:40 PM","BARI-02",183,"Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus",2025-06-14 20:04:00,2025-06-14 22:40:00,2.6
"YRS","Night",2025-06-14,"8:04 PM",2025-06-14,"10:40 PM","TIMA-01",128,"Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus",2025-06-14 20:04:00,2025-06-14 22:40:00,2.6
"YRS","Night",2025-06-14,"8:04 PM",2025-06-14,"10:40 PM","NAPO-01",135,"Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus",2025-06-14 20:04:00,2025-06-14 22:40:00,2.6
"YRS","Night",2025-06-14,"8:04 PM",2025-06-14,"10:40 PM","PANT-01",103,"Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus",2025-06-14 20:04:00,2025-06-14 22:40:00,2.6
"YRS","Night",2025-06-14,"8:04 PM",2025-06-14,"10:40 PM","BOTA-03",250,"Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus",2025-06-14 20:04:00,2025-06-14 22:40:00,2.6
"YRS","Night",2025-06-14,"8:04 PM",2025-06-14,"10:40 PM","BOTA-02",69,"Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus",2025-06-14 20:04:00,2025-06-14 22:40:00,2.6
"YRS","Night",2025-06-14,"8:04 PM",2025-06-14,"10:40 PM","GRFI-01",96,"Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus",2025-06-14 20:04:00,2025-06-14 22:40:00,2.6
"YRS","Night",2025-06-12,"8:01 PM",2025-06-12,"10:53 PM","GAWA-01",272,"Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza",2025-06-12 20:01:00,2025-06-12 22:53:00,2.86666666666667
"YRS","Night",2025-06-12,"8:01 PM",2025-06-12,"10:53 PM","GAWA-02",650,"Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza",2025-06-12 20:01:00,2025-06-12 22:53:00,2.86666666666667
"YRS","Night",2025-06-12,"8:01 PM",2025-06-12,"10:53 PM","GAWA-03",692,"Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza",2025-06-12 20:01:00,2025-06-12 22:53:00,2.86666666666667
"YRS","Night",2025-06-12,"8:01 PM",2025-06-12,"10:53 PM","YCHO-02",691,"Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza",2025-06-12 20:01:00,2025-06-12 22:53:00,2.86666666666667
"YRS","Night",2025-06-12,"8:01 PM",2025-06-12,"10:53 PM","KINK-01",321,"Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza",2025-06-12 20:01:00,2025-06-12 22:53:00,2.86666666666667
"YRS","Night",2025-06-12,"8:01 PM",2025-06-12,"10:53 PM","NAPO-05",243,"Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza",2025-06-12 20:01:00,2025-06-12 22:53:00,2.86666666666667
"YRS","Night",2025-06-12,"8:01 PM",2025-06-12,"10:53 PM","TUCA-01",240,"Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza",2025-06-12 20:01:00,2025-06-12 22:53:00,2.86666666666667
"YRS","Night",2025-06-12,"8:01 PM",2025-06-12,"10:53 PM","GARZ-01",223,"Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza",2025-06-12 20:01:00,2025-06-12 22:53:00,2.86666666666667
"YRS","Night",2025-06-10,"8:07 PM",2025-06-10,"10:33 PM","CEIB-01",490,"Ceiba-Peru",2025-06-10 20:07:00,2025-06-10 22:33:00,2.43333333333333
"YRS","Night",2025-06-10,"8:07 PM",2025-06-10,"10:33 PM","PERU-01",250,"Ceiba-Peru",2025-06-10 20:07:00,2025-06-10 22:33:00,2.43333333333333
"YRS","Night",2025-06-10,"8:07 PM",2025-06-10,"10:33 PM","PERU-02",738,"Ceiba-Peru",2025-06-10 20:07:00,2025-06-10 22:33:00,2.43333333333333
"YRS","Night",2025-06-10,"8:07 PM",2025-06-10,"10:33 PM","PERU-03",175,"Ceiba-Peru",2025-06-10 20:07:00,2025-06-10 22:33:00,2.43333333333333
"YRS","Night",2025-06-10,"8:07 PM",2025-06-10,"10:33 PM","PERU-04",259,"Ceiba-Peru",2025-06-10 20:07:00,2025-06-10 22:33:00,2.43333333333333
"YRS","Night",2025-06-10,"8:07 PM",2025-06-10,"10:33 PM","PERU-05",301,"Ceiba-Peru",2025-06-10 20:07:00,2025-06-10 22:33:00,2.43333333333333
"YRS","Night",2025-06-09,"8:15 PM",2025-06-09,"11:03 PM","YCHO-01",1230,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2025-06-09 20:15:00,2025-06-09 23:03:00,2.8
"YRS","Night",2025-06-09,"8:15 PM",2025-06-09,"11:03 PM","KINK-01",321,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2025-06-09 20:15:00,2025-06-09 23:03:00,2.8
"YRS","Night",2025-06-09,"8:15 PM",2025-06-09,"11:03 PM","NAPO-04",220,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2025-06-09 20:15:00,2025-06-09 23:03:00,2.8
"YRS","Night",2025-06-09,"8:15 PM",2025-06-09,"11:03 PM","BARI-02",183,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2025-06-09 20:15:00,2025-06-09 23:03:00,2.8
"YRS","Night",2025-06-09,"8:15 PM",2025-06-09,"11:03 PM","BARI-01",340,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2025-06-09 20:15:00,2025-06-09 23:03:00,2.8
"YRS","Night",2025-06-09,"8:15 PM",2025-06-09,"11:03 PM","TINA-01",65,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2025-06-09 20:15:00,2025-06-09 23:03:00,2.8
"YRS","Night",2025-06-09,"8:15 PM",2025-06-09,"11:03 PM","BOTA-01",142,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2025-06-09 20:15:00,2025-06-09 23:03:00,2.8
"TBS","Night",2025-06-07,"7:59 PM",2025-06-07,"10:26 PM","GUAC-01",230,"Guacamayo-Danta-Lago",2025-06-07 19:59:00,2025-06-07 22:26:00,2.45
"TBS","Night",2025-06-07,"7:59 PM",2025-06-07,"10:26 PM","GUAC-02",301,"Guacamayo-Danta-Lago",2025-06-07 19:59:00,2025-06-07 22:26:00,2.45
"TBS","Night",2025-06-07,"7:59 PM",2025-06-07,"10:26 PM","DANT-01",591,"Guacamayo-Danta-Lago",2025-06-07 19:59:00,2025-06-07 22:26:00,2.45
"TBS","Night",2025-06-07,"7:59 PM",2025-06-07,"10:26 PM","LAGO-01",719,"Guacamayo-Danta-Lago",2025-06-07 19:59:00,2025-06-07 22:26:00,2.45
"TBS","Night",2025-06-06,"8:08 PM",2025-06-06,"11:02 PM","MAPO-02",170,"Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa",2025-06-06 20:08:00,2025-06-06 23:02:00,2.9
"TBS","Night",2025-06-06,"8:08 PM",2025-06-06,"11:02 PM","MAPO-03",388,"Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa",2025-06-06 20:08:00,2025-06-06 23:02:00,2.9
"TBS","Night",2025-06-06,"8:08 PM",2025-06-06,"11:02 PM","MURC-01",156,"Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa",2025-06-06 20:08:00,2025-06-06 23:02:00,2.9
"TBS","Night",2025-06-06,"8:08 PM",2025-06-06,"11:02 PM","MURC-02",122,"Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa",2025-06-06 20:08:00,2025-06-06 23:02:00,2.9
"TBS","Night",2025-06-06,"8:08 PM",2025-06-06,"11:02 PM","PUEN-01",144,"Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa",2025-06-06 20:08:00,2025-06-06 23:02:00,2.9
"TBS","Night",2025-06-06,"8:08 PM",2025-06-06,"11:02 PM","MAPO-04",387,"Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa",2025-06-06 20:08:00,2025-06-06 23:02:00,2.9
"TBS","Night",2025-06-06,"8:08 PM",2025-06-06,"11:02 PM","MAPO-05",250,"Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa",2025-06-06 20:08:00,2025-06-06 23:02:00,2.9
"TBS","Night",2025-06-06,"8:08 PM",2025-06-06,"11:02 PM","MAPO-06",359,"Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa",2025-06-06 20:08:00,2025-06-06 23:02:00,2.9
"TBS","Night",2025-06-06,"8:08 PM",2025-06-06,"11:02 PM","CHIO-03",61,"Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa",2025-06-06 20:08:00,2025-06-06 23:02:00,2.9
"TBS","Night",2025-06-06,"8:08 PM",2025-06-06,"11:02 PM","NUMA-02",268,"Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa",2025-06-06 20:08:00,2025-06-06 23:02:00,2.9
"TBS","Night",2025-06-04,"8:12 PM",2025-06-04,"10:32 PM","ANAC-01",388,"Anaconda-Lago",2025-06-04 20:12:00,2025-06-04 22:32:00,2.33333333333333
"TBS","Night",2025-06-04,"8:12 PM",2025-06-04,"10:32 PM","LAGO-02",1450,"Anaconda-Lago",2025-06-04 20:12:00,2025-06-04 22:32:00,2.33333333333333
"TBS","Night",2025-06-03,"8:49 PM",2025-06-03,"11:05 PM","NUMA-01",290,"Numa-Chichico",2025-06-03 20:49:00,2025-06-03 23:05:00,2.26666666666667
"TBS","Night",2025-06-03,"8:49 PM",2025-06-03,"11:05 PM","CHIO-03",61,"Numa-Chichico",2025-06-03 20:49:00,2025-06-03 23:05:00,2.26666666666667
"TBS","Night",2025-06-03,"8:49 PM",2025-06-03,"11:05 PM","CHIO-02",1000,"Numa-Chichico",2025-06-03 20:49:00,2025-06-03 23:05:00,2.26666666666667
"TBS","Night",2025-06-03,"8:49 PM",2025-06-03,"11:05 PM","CHIO-01",609,"Numa-Chichico",2025-06-03 20:49:00,2025-06-03 23:05:00,2.26666666666667
"YRS","Night",2024-08-01,"8:07 PM",2024-08-01,"10:19 PM","TINA-01",65,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-08-01 20:07:00,2024-08-01 22:19:00,2.2
"YRS","Night",2024-08-01,"8:07 PM",2024-08-01,"10:19 PM","TINA-02",509,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-08-01 20:07:00,2024-08-01 22:19:00,2.2
"YRS","Night",2024-08-01,"8:07 PM",2024-08-01,"10:19 PM","NAPO-02",419,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-08-01 20:07:00,2024-08-01 22:19:00,2.2
"YRS","Night",2024-08-01,"8:07 PM",2024-08-01,"10:19 PM","NAPO-01",135,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-08-01 20:07:00,2024-08-01 22:19:00,2.2
"YRS","Night",2024-08-01,"8:07 PM",2024-08-01,"10:19 PM","PANT-01",103,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-08-01 20:07:00,2024-08-01 22:19:00,2.2
"YRS","Night",2024-08-01,"8:07 PM",2024-08-01,"10:19 PM","BOTA-03",250,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-08-01 20:07:00,2024-08-01 22:19:00,2.2
"YRS","Night",2024-08-01,"8:07 PM",2024-08-01,"10:19 PM","BOTA-02",69,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-08-01 20:07:00,2024-08-01 22:19:00,2.2
"YRS","Night",2024-08-01,"8:07 PM",2024-08-01,"10:19 PM","GRFI-01",96,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-08-01 20:07:00,2024-08-01 22:19:00,2.2
"YRS","Night",2024-07-31,"8:38 PM",2024-07-31,"11:53 PM","TORR-01",900,"Torre-Forest Plot North Edge-Forest Plot Interior",2024-07-31 20:38:00,2024-07-31 23:53:00,3.25
"YRS","Night",2024-07-31,"8:38 PM",2024-07-31,"11:53 PM","FPPE-06",69,"Torre-Forest Plot North Edge-Forest Plot Interior",2024-07-31 20:38:00,2024-07-31 23:53:00,3.25
"YRS","Night",2024-07-31,"8:38 PM",2024-07-31,"11:53 PM","FPPE-03",88,"Torre-Forest Plot North Edge-Forest Plot Interior",2024-07-31 20:38:00,2024-07-31 23:53:00,3.25
"YRS","Night",2024-07-31,"8:38 PM",2024-07-31,"11:53 PM","FPIN-01",1053,"Torre-Forest Plot North Edge-Forest Plot Interior",2024-07-31 20:38:00,2024-07-31 23:53:00,3.25
"YRS","Night",2024-07-29,"8:20 PM",2024-07-29,"10:48 PM","YCHO-01",1230,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2024-07-29 20:20:00,2024-07-29 22:48:00,2.46666666666667
"YRS","Night",2024-07-29,"8:20 PM",2024-07-29,"10:48 PM","KINK-01",321,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2024-07-29 20:20:00,2024-07-29 22:48:00,2.46666666666667
"YRS","Night",2024-07-29,"8:20 PM",2024-07-29,"10:48 PM","NAPO-04",220,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2024-07-29 20:20:00,2024-07-29 22:48:00,2.46666666666667
"YRS","Night",2024-07-29,"8:20 PM",2024-07-29,"10:48 PM","BARI-02",183,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2024-07-29 20:20:00,2024-07-29 22:48:00,2.46666666666667
"YRS","Night",2024-07-29,"8:20 PM",2024-07-29,"10:48 PM","BARI-01",340,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2024-07-29 20:20:00,2024-07-29 22:48:00,2.46666666666667
"YRS","Night",2024-07-29,"8:20 PM",2024-07-29,"10:48 PM","TINA-01",65,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2024-07-29 20:20:00,2024-07-29 22:48:00,2.46666666666667
"YRS","Night",2024-07-29,"8:20 PM",2024-07-29,"10:48 PM","BOTA-01",142,"Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico",2024-07-29 20:20:00,2024-07-29 22:48:00,2.46666666666667
"YRS","Night",2024-07-28,"8:27 PM",2024-07-28,"11:31 PM","PERU-05",301,"Peru-Ceiba",2024-07-28 20:27:00,2024-07-28 23:31:00,3.06666666666667
"YRS","Night",2024-07-28,"8:27 PM",2024-07-28,"11:31 PM","PERU-04",259,"Peru-Ceiba",2024-07-28 20:27:00,2024-07-28 23:31:00,3.06666666666667
"YRS","Night",2024-07-28,"8:27 PM",2024-07-28,"11:31 PM","PERU-03",175,"Peru-Ceiba",2024-07-28 20:27:00,2024-07-28 23:31:00,3.06666666666667
"YRS","Night",2024-07-28,"8:27 PM",2024-07-28,"11:31 PM","PERU-02",738,"Peru-Ceiba",2024-07-28 20:27:00,2024-07-28 23:31:00,3.06666666666667
"YRS","Night",2024-07-28,"8:27 PM",2024-07-28,"11:31 PM","PERU-01",250,"Peru-Ceiba",2024-07-28 20:27:00,2024-07-28 23:31:00,3.06666666666667
"YRS","Night",2024-07-28,"8:27 PM",2024-07-28,"11:31 PM","CEIB-01",490,"Peru-Ceiba",2024-07-28 20:27:00,2024-07-28 23:31:00,3.06666666666667
"YRS","Night",2024-07-26,"8:02 PM",2024-07-26,"10:54 PM","GAWA-01",272,"Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape",2024-07-26 20:02:00,2024-07-26 22:54:00,2.86666666666667
"YRS","Night",2024-07-26,"8:02 PM",2024-07-26,"10:54 PM","GARZ-01",223,"Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape",2024-07-26 20:02:00,2024-07-26 22:54:00,2.86666666666667
"YRS","Night",2024-07-26,"8:02 PM",2024-07-26,"10:54 PM","TUCA-01",240,"Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape",2024-07-26 20:02:00,2024-07-26 22:54:00,2.86666666666667
"YRS","Night",2024-07-26,"8:02 PM",2024-07-26,"10:54 PM","NAPO-05",243,"Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape",2024-07-26 20:02:00,2024-07-26 22:54:00,2.86666666666667
"YRS","Night",2024-07-26,"8:02 PM",2024-07-26,"10:54 PM","KINK-01",321,"Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape",2024-07-26 20:02:00,2024-07-26 22:54:00,2.86666666666667
"YRS","Night",2024-07-26,"8:02 PM",2024-07-26,"10:54 PM","YCHO-02",691,"Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape",2024-07-26 20:02:00,2024-07-26 22:54:00,2.86666666666667
"YRS","Night",2024-07-26,"8:02 PM",2024-07-26,"10:54 PM","GAWA-03",692,"Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape",2024-07-26 20:02:00,2024-07-26 22:54:00,2.86666666666667
"YRS","Night",2024-07-26,"8:02 PM",2024-07-26,"10:54 PM","GAWA-02",650,"Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape",2024-07-26 20:02:00,2024-07-26 22:54:00,2.86666666666667
"YRS","Night",2024-07-25,"8:19 PM",2024-07-25,"10:44 PM","FPPE-01",171,"Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre",2024-07-25 20:19:00,2024-07-25 22:44:00,2.41666666666667
"YRS","Night",2024-07-25,"8:19 PM",2024-07-25,"10:44 PM","FPPE-05",291,"Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre",2024-07-25 20:19:00,2024-07-25 22:44:00,2.41666666666667
"YRS","Night",2024-07-25,"8:19 PM",2024-07-25,"10:44 PM","FPIN-01",1053,"Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre",2024-07-25 20:19:00,2024-07-25 22:44:00,2.41666666666667
"YRS","Night",2024-07-25,"8:19 PM",2024-07-25,"10:44 PM","FPPE-03",88,"Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre",2024-07-25 20:19:00,2024-07-25 22:44:00,2.41666666666667
"YRS","Night",2024-07-25,"8:19 PM",2024-07-25,"10:44 PM","FPPE-06",69,"Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre",2024-07-25 20:19:00,2024-07-25 22:44:00,2.41666666666667
"YRS","Night",2024-07-25,"8:19 PM",2024-07-25,"10:44 PM","TORR-01",900,"Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre",2024-07-25 20:19:00,2024-07-25 22:44:00,2.41666666666667
"YRS","Night",2024-07-23,"8:09 PM",2024-07-23,"10:45 PM","TINA-01",65,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-07-23 20:09:00,2024-07-23 22:45:00,2.6
"YRS","Night",2024-07-23,"8:09 PM",2024-07-23,"10:45 PM","TINA-02",509,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-07-23 20:09:00,2024-07-23 22:45:00,2.6
"YRS","Night",2024-07-23,"8:09 PM",2024-07-23,"10:45 PM","NAPO-02",419,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-07-23 20:09:00,2024-07-23 22:45:00,2.6
"YRS","Night",2024-07-23,"8:09 PM",2024-07-23,"10:45 PM","NAPO-01",135,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-07-23 20:09:00,2024-07-23 22:45:00,2.6
"YRS","Night",2024-07-23,"8:09 PM",2024-07-23,"10:45 PM","PANT-01",103,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-07-23 20:09:00,2024-07-23 22:45:00,2.6
"YRS","Night",2024-07-23,"8:09 PM",2024-07-23,"10:45 PM","BOTA-03",250,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-07-23 20:09:00,2024-07-23 22:45:00,2.6
"YRS","Night",2024-07-23,"8:09 PM",2024-07-23,"10:45 PM","BOTA-02",69,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-07-23 20:09:00,2024-07-23 22:45:00,2.6
"YRS","Night",2024-07-23,"8:09 PM",2024-07-23,"10:45 PM","GRFI-01",96,"Tinamou-Napo-Pantano-Botanico-Gran Ficus",2024-07-23 20:09:00,2024-07-23 22:45:00,2.6
"TBS","Night",2024-07-20,"8:06 PM",2024-07-20,"11:51 PM","PUMA-01",750,"Puma-Puma Plot",2024-07-20 20:06:00,2024-07-20 23:51:00,3.75
"TBS","Night",2024-07-20,"8:06 PM",2024-07-20,"11:51 PM","PUPL-01",270,"Puma-Puma Plot",2024-07-20 20:06:00,2024-07-20 23:51:00,3.75
"TBS","Night",2024-07-20,"8:06 PM",2024-07-20,"11:51 PM","PUPL-10",248,"Puma-Puma Plot",2024-07-20 20:06:00,2024-07-20 23:51:00,3.75
"TBS","Night",2024-07-20,"8:06 PM",2024-07-20,"11:51 PM","PUPL-02",652,"Puma-Puma Plot",2024-07-20 20:06:00,2024-07-20 23:51:00,3.75
"TBS","Night",2024-07-20,"8:06 PM",2024-07-20,"11:51 PM","PUPL-03",210,"Puma-Puma Plot",2024-07-20 20:06:00,2024-07-20 23:51:00,3.75
"TBS","Night",2024-07-20,"8:06 PM",2024-07-20,"11:51 PM","PUPL-04",411,"Puma-Puma Plot",2024-07-20 20:06:00,2024-07-20 23:51:00,3.75
"TBS","Night",2024-07-20,"8:06 PM",2024-07-20,"11:51 PM","PUPL-05",105,"Puma-Puma Plot",2024-07-20 20:06:00,2024-07-20 23:51:00,3.75
"TBS","Night",2024-07-20,"8:06 PM",2024-07-20,"11:51 PM","PUPL-06",139,"Puma-Puma Plot",2024-07-20 20:06:00,2024-07-20 23:51:00,3.75
"TBS","Night",2024-07-20,"8:06 PM",2024-07-20,"11:51 PM","PUPL-12",108,"Puma-Puma Plot",2024-07-20 20:06:00,2024-07-20 23:51:00,3.75
"TBS","Night",2024-07-20,"8:06 PM",2024-07-20,"11:51 PM","PUPL-11",324,"Puma-Puma Plot",2024-07-20 20:06:00,2024-07-20 23:51:00,3.75
"TBS","Night",2024-07-18,"8:00 PM",2024-07-18,"10:50 PM","HAPL-01",2220,"Harpia Plot-Harpia-Matapalo",2024-07-18 20:00:00,2024-07-18 22:50:00,2.83333333333333
"TBS","Night",2024-07-18,"8:00 PM",2024-07-18,"10:50 PM","HARP-01",483,"Harpia Plot-Harpia-Matapalo",2024-07-18 20:00:00,2024-07-18 22:50:00,2.83333333333333
"TBS","Night",2024-07-18,"8:00 PM",2024-07-18,"10:50 PM","MAPO-02",170,"Harpia Plot-Harpia-Matapalo",2024-07-18 20:00:00,2024-07-18 22:50:00,2.83333333333333
"TBS","Night",2024-07-18,"8:00 PM",2024-07-18,"10:50 PM","MAPO-01",53,"Harpia Plot-Harpia-Matapalo",2024-07-18 20:00:00,2024-07-18 22:50:00,2.83333333333333
"TBS","Night",2024-07-17,"8:14 PM",2024-07-17,"11:22 PM","PUMA-01",750,"Puma-Puma Plot",2024-07-17 20:14:00,2024-07-17 23:22:00,3.13333333333333
"TBS","Night",2024-07-17,"8:14 PM",2024-07-17,"11:22 PM","PUPL-01",270,"Puma-Puma Plot",2024-07-17 20:14:00,2024-07-17 23:22:00,3.13333333333333
"TBS","Night",2024-07-17,"8:14 PM",2024-07-17,"11:22 PM","PUPL-02",652,"Puma-Puma Plot",2024-07-17 20:14:00,2024-07-17 23:22:00,3.13333333333333
"TBS","Night",2024-07-17,"8:14 PM",2024-07-17,"11:22 PM","PUPL-04",411,"Puma-Puma Plot",2024-07-17 20:14:00,2024-07-17 23:22:00,3.13333333333333
"TBS","Night",2024-07-17,"8:14 PM",2024-07-17,"11:22 PM","PUPL-07",143,"Puma-Puma Plot",2024-07-17 20:14:00,2024-07-17 23:22:00,3.13333333333333
"TBS","Night",2024-07-17,"8:14 PM",2024-07-17,"11:22 PM","PUPL-05",105,"Puma-Puma Plot",2024-07-17 20:14:00,2024-07-17 23:22:00,3.13333333333333
"TBS","Night",2024-07-17,"8:14 PM",2024-07-17,"11:22 PM","PUPL-08",139,"Puma-Puma Plot",2024-07-17 20:14:00,2024-07-17 23:22:00,3.13333333333333
"TBS","Night",2024-07-17,"8:14 PM",2024-07-17,"11:22 PM","PUPL-06",139,"Puma-Puma Plot",2024-07-17 20:14:00,2024-07-17 23:22:00,3.13333333333333
"TBS","Night",2024-07-17,"8:14 PM",2024-07-17,"11:22 PM","PUPL-09",163,"Puma-Puma Plot",2024-07-17 20:14:00,2024-07-17 23:22:00,3.13333333333333
