Date,Station,Survey_Type,Trail_Walked,Segment,Surveyors,Survey_Start_Time,Survey_End_Time,Gross_ID,Animal_ID,Family,Species,Common_Name,Time_Found,GPS_Coordinates,Observor,Temperature_at_Time_of_Detection,Humidity_at_Time_of_Detection,Distance_From_Trail_m,Height_of_Individual,Habitat_Type,Time_Window_of_Last_Rain_Event_h,Weather,Wind,Diet_Type,Primary_Diet_Component,Size,Notes,,
6/9/25,YRS,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,KINK-01,"O,J",8:15 PM,11:03 PM,Frog,FG297,Leptodactylidae,Leptodactylus pentadactylus,Smoky Jungle Frog,9:49 PM,S 00º40.3148' W 076º24.3016',Jacob,78,92.3,3.9,G,Terrafirme,0,rain,no wind,,,,,,
6/9/25,YRS,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,KINK-01,"O,J",8:15 PM,11:03 PM,Frog,FG298,Craugastoridae,Pristimantis kichwarum,Jatun Sacha Rain Frog,10:02 PM,S 00º40.3304' W 076º24.2645',Owen,76.9,88.6,0.5,U,Terrafirme,0,rain,no wind,,,,,,
6/9/25,YRS,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,NAPO-04,"O,J",8:15 PM,11:03 PM,Frog,FG299,Leptodactylidae,Adenomera andreae,Cocha Chirping Frog,10:16 PM,S 00º40.3914' W 076º24.1616',Owen,76.7,88.4,0.1,G,Varzea,0,rain,no wind,,,,,,
6/9/25,YRS,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,BARI-02,"O,J",8:15 PM,11:03 PM,Frog,FG300,Hylidae,Osteocephalus yasuni,Yasuni Spiny-backed Treefrog,10:28 PM,S 00º40.4311' W 076º24.0628',Jacob,80.4,89.4,3.5,G,Terrafirme,0,rain,no wind,,,,,,
6/9/25,YRS,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,BARI-01,"O,J",8:15 PM,11:03 PM,Frog,FG301,Leptodactylidae,Adenomera andreae,Cocha Chirping Frog,10:48 PM,S 00º40.5160' W 076º23.9389',Owen,80.5,90,0,G,Varzea,0,rain,no wind,,,,,,
6/9/25,YRS,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,TINA-01,"O,J",8:15 PM,11:03 PM,Frog,FG302,Pipidae,Pipa pipa,Suriname Toad,10:52 PM,S 00º40.5154' W 076º23.9117',Owen,79.8,90,0.1,G,Varzea,0,rain,no wind,,,,,,
6/9/25,YRS,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,TINA-01,"O,J",8:15 PM,11:03 PM,Frog,FG303,Hylidae,Boana lanciformis,Basin Tree Frog,10:53 PM,S 00º40.5208' W 076º23.9113',Owen,79.8,90,2,U,Varzea,0,rain,no wind,,,,,,
6/9/25,YRS,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,TINA-01,"O,J",8:15 PM,11:03 PM,Frog,FG304,Hylidae,Boana lanciformis,Basin Tree Frog,10:55 PM,S 00º40.5143' W 076º23.9140',Owen,79.8,90,0.3,U,Varzea,0,rain,no wind,,,,,,
6/10/25,YRS,Night,Ceiba-Peru,CEIB-01,"O,J",8:07 PM,10:33 PM,Lizard,LZ64,Anolidae,Anolis fuscoauratus,Brown-eared Anole,8:12 PM,S 00º40.5547' W 076º23.7561',Jacob,79.9,85.3,3.2,U,Terrafirme,18,clear,no wind,,,,,,
6/10/25,YRS,Night,Ceiba-Peru,CEIB-01,"O,J",8:07 PM,10:33 PM,Frog,FG305,Leptodactylidae,Lithodytes lineatus,Painted Antnest Frog,8:17 PM,S 00º40.5725' W 076º23.7512',Jacob,80,83.6,0,G,Terrafirme,18,clear,no wind,,,,,,
6/10/25,YRS,Night,Ceiba-Peru,CEIB-01,"O,J",8:07 PM,10:33 PM,Frog,FG306,Bufonidae,Rhinella margaritifera,South American Common Toad,8:24 PM,S 00º40.6004' W 076º23.7164',Jacob,80.3,83.7,1.6,U,Terrafirme,18,clear,no wind,,,,,,
6/10/25,YRS,Night,Ceiba-Peru,CEIB-01,"O,J",8:07 PM,10:33 PM,Frog,FG307,Hylidae,Boana appendiculata,Canelos Treefrog,8:30 PM,S 00º40.6309' W 076º23.7050',Owen,80.2,84.7,0.2,U,Terrafirme,18,clear,no wind,,,,,,
6/10/25,YRS,Night,Ceiba-Peru,PERU-01,"O,J",8:07 PM,10:33 PM,Frog,FG308,Hylidae,Boana spp.,Gladiator Treefrogs,8:50 PM,S 00º40.6470' W 076º23.5837',Jacob,79.7,86.8,10.5,U,Terrafirme,18,clear,no wind,,,,,,
6/10/25,YRS,Night,Ceiba-Peru,PERU-02,"O,J",8:07 PM,10:33 PM,Frog,FG309,Hylidae,Osteocephalus yasuni,Yasuni Spiny-backed Treefrog,9:07 PM,S 00º40.5670' W 076º23.5071',Jacob,79.7,85.1,2,U,Terrafirme,18,clear,no wind,,,,,,
6/10/25,YRS,Night,Ceiba-Peru,PERU-02,"O,J",8:07 PM,10:33 PM,Frog,FG310,Hylidae,Osteocephalus yasuni,Yasuni Spiny-backed Treefrog,9:12 PM,S 00º40.5677' W 076º23.4748',Owen,79.7,85.1,1.8,U,Terrafirme,18,clear,no wind,,,,,,
6/10/25,YRS,Night,Ceiba-Peru,PERU-02,"O,J",8:07 PM,10:33 PM,Frog,FG311,Hylidae,Osteocephalus yasuni,Yasuni Spiny-backed Treefrog,9:29 PM,S 00º40.5652' W 076º23.3545',Jacob,80.1,85.6,1.7,U,Terrafirme,18,clear,no wind,,,,,,
6/10/25,YRS,Night,Ceiba-Peru,PERU-04,"O,J",8:07 PM,10:33 PM,Salamander,SL27,Plethodontidae,Bolitoglossa peruviana,Peruvian Climbing Salamander,10:05 PM,S 00º40.4683' W 076º23.2038',Jacob,79.8,85.2,0.3,U,Terrafirme,18,clear,no wind,,,,,,
6/10/25,YRS,Night,Ceiba-Peru,PERU-04,"O,J",8:07 PM,10:33 PM,Lizard,LZ65,Tropiduridae,Plica plica,Collared Treerunner,10:08 PM,S 00º40.4776' W 076º23.2006',Owen,79.8,85.2,2.5,U,Terrafirme,18,clear,no wind,,,,,,
6/10/25,YRS,Night,Ceiba-Peru,PERU-05,"O,J",8:07 PM,10:33 PM,Frog,FG312,Craugastoridae,Oreobates quixensis,Common Big-headed Frog,10:24 PM,S 00º40.5802' W 076º23.1842',Owen,79.7,85,0,G,Varzea,18,clear,no wind,,,,,,
6/10/25,YRS,Night,Ceiba-Peru,PERU-05,"O,J",8:07 PM,10:33 PM,Frog,FG313,Hylidae,Boana lanciformis,Basin Tree Frog,10:28 PM,S 00º40.6072' W 076º23.1747',Owen,79.7,85,2.8,U,Varzea,18,clear,no wind,,,,,,
6/11/25,YRS,Afternoon,Forest Plot Perimeter,FPPE-01,"O,J",3:06 PM,5:43 PM,Lizard,LZ66,Alopoglossidae,Alopoglossus atriventris,Keel-bellied Shade Lizard,3:09 PM,S 00º40.8336' W 076º24.3064',Jacob,86,68.6,0.1,U,Terrafirme,36,clear,no wind,,,,,,
6/11/25,YRS,Afternoon,Forest Plot Perimeter,FPPE-02,"O,J",3:06 PM,5:43 PM,Frog,FG314,Dendrobatidae,Ameerega hahneli,Pale-striped Poison Frog,3:48 PM,S 00º41.1394' W 076º24.1294',Jacob,84.8,80.6,0,G,Terrafirme,36,clear,no wind,,,,,,
6/11/25,YRS,Afternoon,Forest Plot Perimeter,FPPE-02,"O,J",3:06 PM,5:43 PM,Frog,FG315,Dendrobatidae,Ameerega hahneli,Pale-striped Poison Frog,3:52 PM,S 00º41.1417' W 076º24.0838',Owen,84.8,80.6,0.5,G,Terrafirme,36,clear,no wind,,,,,,
6/11/25,YRS,Afternoon,Forest Plot Perimeter,FPPE-02,"O,J",3:06 PM,5:43 PM,Frog,FG316,Bufonidae,Rhinella margaritifera,South American Common Toad,3:56 PM,S 00º41.1439' W 076º24.0450',Owen,84.3,85.2,0.2,G,Varzea,36,clear,no wind,,,,,,
6/11/25,YRS,Afternoon,Forest Plot Perimeter,FPPE-02,"O,J",3:06 PM,5:43 PM,Lizard,LZ67,Alopoglossidae,Alopoglossus atriventris,Keel-bellied Shade Lizard,4:30 PM,S 00º41.0537' W 076º23.7137',Owen,81.7,88.1,0,G,Varzea,36,clear,no wind,,,,,,
6/11/25,YRS,Afternoon,Forest Plot Perimeter,FPPE-04,"O,J",3:06 PM,5:43 PM,Frog,FG317,Dendrobatidae,Ranitomeya ventrimaculata,Reticulated Poison Frog,5:06 PM,S 00º40.8542' W 076º23.8368',Owen,81.5,82.1,0.2,G,Terrafirme,36,clear,no wind,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,NAPO-02,"O,J",9:18 AM,10:40 AM,Frog,FG318,Dendrobatidae,Ranitomeya ventrimaculata,Reticulated Poison Frog,9:23 AM,S 00º40.6345' W 076º24.0998',Jacob,81,82.9,0.1,G,Terrafirme,54,cloudy,felt on face,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,NAPO-02,"O,J",9:18 AM,10:40 AM,Frog,FG319,Leptodactylidae,Lithodytes lineatus,Painted Antnest Frog,9:24 AM,S 00º40.6317' W 076º24.0974',Jacob,81,82.9,0.3,G,Terrafirme,54,cloudy,felt on face,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,NAPO-02,"O,J",9:18 AM,10:40 AM,Frog,FG320,Bufonidae,Rhinella margaritifera,South American Common Toad,9:29 AM,S 00º40.6128' W 076º24.1061',Owen,81,83.2,0,G,Terrafirme,54,cloudy,felt on face,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,NAPO-02,"O,J",9:18 AM,10:40 AM,Lizard,LZ68,Anolidae,Anolis scypheus,Yellow-tongued Anole,9:31 AM,S 00º40.6018' W 076º24.1066',Jacob,81,83.2,0.2,G,Terrafirme,54,cloudy,felt on face,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,NAPO-02,"O,J",9:18 AM,10:40 AM,Frog,FG321,Bufonidae,Rhinella margaritifera,South American Common Toad,9:33 AM,S 00º40.5940' W 076º24.1092',Owen,81,83.2,0,G,Terrafirme,54,cloudy,felt on face,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,NAPO-02,"O,J",9:18 AM,10:40 AM,Frog,FG322,Bufonidae,Rhinella margaritifera,South American Common Toad,9:36 AM,S 00º40.5662' W 076º24.0981',Owen,79.7,84.4,0.1,G,Terrafirme,0,rain,branches move,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,NAPO-03,"O,J",9:18 AM,10:40 AM,Frog,FG323,Bufonidae,Rhinella margaritifera,South American Common Toad,9:45 AM,S 00º40.4524' W 076º24.0933',Owen,80.2,81.2,0,G,Terrafirme,0,rain,felt on face,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,NAPO-03,"O,J",9:18 AM,10:40 AM,Frog,FG324,Bufonidae,Rhinella margaritifera,South American Common Toad,9:50 AM,S 00º40.4182' W 076º24.1234',Owen,79.3,83.1,0.2,G,Terrafirme,0,rain,felt on face,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,NAPO-04,"O,J",9:18 AM,10:40 AM,Frog,FG325,Craugastoridae,Oreobates quixensis,Common Big-headed Frog,9:54 AM,S 00º40.3881' W 076º24.1596',Owen,80.3,86.4,0,G,Varzea,0,rain,felt on face,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,NAPO-04,"O,J",9:18 AM,10:40 AM,Frog,FG326,Dendrobatidae,Ranitomeya ventrimaculata,Reticulated Poison Frog,9:59 AM,S 00º40.3501' W 076º24.1906',Owen,79.2,87,0.1,G,Varzea,0,rain,felt on face,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,KINK-01,"O,J",9:18 AM,10:40 AM,Lizard,LZ69,Alopoglossidae,Alopoglossus atriventris,Keel-bellied Shade Lizard,10:04 AM,S 00º40.3389' W 076º24.2204',Owen,80,82.6,0,G,Terrafirme,0,rain,felt on face,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,KINK-01,"O,J",9:18 AM,10:40 AM,Frog,FG327,Bufonidae,Rhinella margaritifera,South American Common Toad,10:11 AM,S 00º40.3118' W 076º24.2986',Owen,79.8,83.9,0.3,G,Terrafirme,6,cloudy,no wind,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,KINK-01,"O,J",9:18 AM,10:40 AM,Frog,FG328,Craugastoridae,Pristimantis martiae,Marty's Rain Frog,10:15 AM,S 00º40.3103' W 076º24.3375',Owen,80.2,83.4,0.1,G,Terrafirme,6,cloudy,no wind,,,,,,
6/12/25,YRS,Morning,Napo-Kinkajou-Chorongo,YCHO-02,"O,J",9:18 AM,10:40 AM,Frog,FG329,Bufonidae,Rhinella margaritifera,South American Common Toad,10:28 AM,S 00º40.1104' W 076º24.3360',Owen,79.7,85.8,0.3,G,Terrafirme,6,cloudy,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-01,"O,J",8:01 PM,10:53 PM,Frog,FG330,Craugastoridae,Oreobates quixensis,Common Big-headed Frog,8:07 PM,S 00º40.3649' W 076º23.9255',Owen,81,83.6,0,G,Varzea,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-02,"O,J",8:01 PM,10:53 PM,Frog,FG331,Leptodactylidae,Engystomops petersi,Painted Forest Toadlet,8:16 PM,S 00º40.3227' W 076º23.9663',Jacob,81.7,82.5,0.2,G,Terrafirme,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-02,"O,J",8:01 PM,10:53 PM,Frog,FG332,Hylidae,Osteocephalus yasuni,Yasuni Spiny-backed Treefrog,8:25 PM,S 00º40.2857' W 076º23.9765',Jacob,80.8,83.1,1.9,U,Varzea,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-02,"O,J",8:01 PM,10:53 PM,Frog,FG333,Leptodactylidae,Adenomera andreae,Cocha Chirping Frog,8:35 PM,S 00º40.2253' W 076º23.9437',Owen,80.3,85.8,2.5,U,Varzea,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-02,"O,J",8:01 PM,10:53 PM,Frog,FG334,Hylidae,Osteocephalus yasuni,Yasuni Spiny-backed Treefrog,8:37 PM,S 00º40.2190' W 076º23.9454',Jacob,80.3,83.5,3.4,U,Varzea,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-03,"O,J",8:01 PM,10:53 PM,Frog,FG335,Ranidae,Lithobates palmipes,Amazon River Frog,9:07 PM,S 00º40.1406' W 076º24.1052',Owen,80.4,85.4,7.5,G,Varzea,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-03,"O,J",8:01 PM,10:53 PM,Frog,FG336,Ranidae,Lithobates palmipes,Amazon River Frog,9:07 PM,S 00º40.1408' W 076º24.1072',Jacob,80.4,85.4,6,G,Varzea,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-03,"O,J",8:01 PM,10:53 PM,Frog,FG337,Hylidae,Boana calcarata,Convict Treefrog,9:13 PM,S 00º40.1192' W 076º24.1278',Owen,80.4,86.2,1.4,U,Varzea,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-03,"O,J",8:01 PM,10:53 PM,Frog,FG338,Hylidae,Osteocephalus taurinus,Manaus Spiny-backed Treefrog,9:22 PM,S 00º40.0552' W 076º24.1722',Owen,80.4,87.1,1.2,U,Varzea,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-03,"O,J",8:01 PM,10:53 PM,Frog,FG339,Hylidae,Osteocephalus yasuni,Yasuni Spiny-backed Treefrog,9:22 PM,S 00º40.0554' W 076º24.1720',Jacob,80.4,87.1,4,U,Varzea,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-03,"O,J",8:01 PM,10:53 PM,Frog,FG340,Craugastoridae,Pristimantis spp.,Rain and Robber Frogs,9:40 PM,S 00º39.9840' W 076º24.3233',Jacob,79.5,87.7,0.1,G,Varzea,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,YCHO-02,"O,J",8:01 PM,10:53 PM,Salamander,SL28,Plethodontidae,Bolitoglossa altamazonica,Amazon Climbing Salamander,10:00 PM,S 00º40.2028' W 076º24.3163',Jacob,79.1,89.2,0.3,U,Terrafirme,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,NAPO-05,"O,J",8:01 PM,10:53 PM,Frog,FG341,Hylidae,Osteocephalus yasuni,Yasuni Spiny-backed Treefrog,10:22 PM,S 00º40.3170' W 076º24.1917',Owen,78.8,90,4.8,U,Terrafirme,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,NAPO-05,"O,J",8:01 PM,10:53 PM,Frog,FG342,Craugastoridae,Oreobates quixensis,Common Big-headed Frog,10:31 PM,S 00º40.2348' W 076º24.1531',Jacob,78.9,89.8,0.2,G,Terrafirme,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,TUCA-01,"O,J",8:01 PM,10:53 PM,Frog,FG343,Hylidae,Osteocephalus yasuni,Yasuni Spiny-backed Treefrog,10:39 PM,S 00º40.2694' W 076º24.0916',Jacob,79.7,90.8,0,U,Terrafirme,12,clear,no wind,,,,,,
6/12/25,YRS,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,TUCA-01,"O,J",8:01 PM,10:53 PM,Frog,FG344,Craugastoridae,Oreobates quixensis,Common Big-headed Frog,10:43 PM,S 00º40.2667' W 076º24.0832',Owen,79.7,90.8,0,G,Terrafirme,12,clear,no wind,,,,,,
6/14/25,YRS,Night,Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus,TINA-02,"O,J",8:04 PM,10:40 PM,Frog,FG345,Hylidae,Phyllomedusa tarsius,Tarsier Leaf Frog,8:18 PM,S 00º40.5401' W 076º23.9435',Jacob,79.3,90.5,1,U,Varzea,6,cloudy,no wind,,,,,,
6/14/25,YRS,Night,Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus,TINA-02,"O,J",8:04 PM,10:40 PM,Salamander,SL29,Plethodontidae,Bolitoglossa altamazonica,Amazon Climbing Salamander,8:46 PM,S 00º40.6453' W 076º24.0655',Owen,79.1,88.6,0.2,U,Terrafirme,6,cloudy,no wind,,,,,,
6/14/25,YRS,Night,Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus,BOTA-03,"O,J",8:04 PM,10:40 PM,Frog,FG346,Hylidae,Boana lanciformis,Basin Tree Frog,10:26 PM,S 00º40.5483' W 076º23.8992',Owen,75.6,97.5,0,U,Varzea,6,cloudy,no wind,,,,,,
6/15/25,YRS,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,TORR-01,"O,J,Tristan,Fenton,Nora",8:34 PM,11:24 PM,Lizard,LZ70,Hoplocercidae,Enyalioides laticeps,Broad-headed Wood Lizard,8:39 PM,S 00º40.7343' W 076º23.0916',Owen,77,96.5,0.2,U,Varzea,6,cloudy,no wind,,,,,,
6/15/25,YRS,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,TORR-01,"O,J,Tristan,Fenton,Nora",8:34 PM,11:24 PM,Salamander,SL30,Plethodontidae,Bolitoglossa altamazonica,Amazon Climbing Salamander,9:20 PM,S 00º40.8063' W 076º23.2802',Tristan,76.2,95.4,0.2,U,Terrafirme,6,cloudy,no wind,,,,,,
6/15/25,YRS,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,FPIN-01,"O,J,Tristan,Fenton,Nora",8:34 PM,11:24 PM,Frog,FG347,Microhylidae,Chiasmocleis bassleri,Bassler's Humming Frog,9:54 PM,S 00º40.8800' W 076º23.8053',Nora,76.2,96.2,0,G,Terrafirme,6,cloudy,no wind,,,,,,
6/15/25,YRS,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,FPIN-01,"O,J,Tristan,Fenton,Nora",8:34 PM,11:24 PM,Salamander,SL31,Plethodontidae,Bolitoglossa altamazonica,Amazon Climbing Salamander,10:10 PM,S 00º40.9406' W 076º23.8191',Owen,75.5,95.6,0.3,U,Varzea,6,cloudy,no wind,,,,,,
6/15/25,YRS,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,FPIN-01,"O,J,Tristan,Fenton,Nora",8:34 PM,11:24 PM,Frog,FG348,Hylidae,Osteocephalus taurinus,Manaus Spiny-backed Treefrog,10:11 PM,S 00º40.9356' W 076º23.8193',Jacob,75.5,95.6,0,U,Varzea,6,cloudy,no wind,,,,,,
6/15/25,YRS,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,FPIN-01,"O,J,Tristan,Fenton,Nora",8:34 PM,11:24 PM,Frog,FG349,Hylidae,Osteocephalus spp.,Broad-headed Treefrogs,10:17 PM,S 00º40.9436' W 076º23.8466',Owen,75.9,96.5,0.3,U,Varzea,6,cloudy,no wind,,,,,,
6/15/25,YRS,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,FPIN-01,"O,J,Tristan,Fenton,Nora",8:34 PM,11:24 PM,Frog,FG350,Dendrobatidae,Ameerega bilinguis,Ecuador Poison Frog,10:54 PM,S 00º40.8690' W 076º24.1408',Owen,75.4,96.3,0.1,U,Terrafirme,6,cloudy,no wind,,,,,,
6/15/25,YRS,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,FPPE-05,"O,J,Tristan,Fenton,Nora",8:34 PM,11:24 PM,Salamander,SL32,Plethodontidae,Bolitoglossa altamazonica,Amazon Climbing Salamander,11:04 PM,S 00º40.8581' W 076º24.2212',Jacob,75,96,0,U,Terrafirme,6,cloudy,no wind,,,,,,
6/15/25,YRS,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,FPPE-05,"O,J,Tristan,Fenton,Nora",8:34 PM,11:24 PM,Salamander,SL33,Plethodontidae,Bolitoglossa altamazonica,Amazon Climbing Salamander,11:04 PM,S 00º40.8550' W 076º24.2184',Tristan,75,96,0.9,U,Terrafirme,6,cloudy,no wind,,,,,,
6/15/25,YRS,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,FPPE-05,"O,J,Tristan,Fenton,Nora",8:34 PM,11:24 PM,Salamander,SL34,Plethodontidae,Bolitoglossa altamazonica,Amazon Climbing Salamander,11:04 PM,S 00º40.8543' W 076º24.2179',Tristan,75,96,0.8,U,Terrafirme,6,cloudy,no wind,,,,,,
6/15/25,YRS,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,FPPE-05,"O,J,Tristan,Fenton,Nora",8:34 PM,11:24 PM,Frog,FG351,Hylidae,Osteocephalus taurinus,Manaus Spiny-backed Treefrog,11:08 PM,S 00º40.8578' W 076º24.2344',Owen,75.3,96.4,5,U,Varzea,6,cloudy,no wind,,,,,,
6/15/25,YRS,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,FPPE-05,"O,J,Tristan,Fenton,Nora",8:34 PM,11:24 PM,Lizard,LZ71,Hoplocercidae,Enyalioides laticeps,Broad-headed Wood Lizard,11:09 PM,S 00º40.8600' W 076º24.2369',Owen,75.3,96.4,5.5,U,Varzea,6,cloudy,no wind,,,,,,
6/15/25,YRS,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,FPPE-05,"O,J,Tristan,Fenton,Nora",8:34 PM,11:24 PM,Frog,FG352,Hylidae,Boana geographicans,Map Treefrog,11:12 PM,S 00º40.8629' W 076º24.2435',Tristan,75.2,97,3.5,U,Terrafirme,6,cloudy,no wind,,,,,,
6/16/25,YRS,Afternoon,Ceiba-Peru-Renacuajo-Mirador,CEIB-02,"O,J",2:18 PM,3:16 PM,Lizard,LZ72,Alopoglossidae,Alopoglossus atriventris,Keel-bellied Shade Lizard,2:23 PM,S 00º40.7545' W 076º23.6697',Jacob,78.2,91.6,0.3,G,Terrafirme,6,partly cloudy,no wind,,,,,,
6/16/25,YRS,Afternoon,Ceiba-Peru-Renacuajo-Mirador,RENA-01,"O,J",2:18 PM,3:16 PM,Frog,FG353,Bufonidae,Rhinella margaritifera,South American Common Toad,2:46 PM,S 00º40.6108' W 076º23.5499',Owen,78,96.2,0.1,G,Terrafirme,6,partly cloudy,no wind,,,,,,
6/17/25,YRS,Night,Forest Plot Perimeter,FPPE-04,"O,J",8:17 PM,11:35 PM,Frog,FG354,Hylidae,Boana nympha,Nymph Tree Frog,8:55 PM,S 00º40.8573' W 076º24.0299',Owen,75.7,95,0.6,U,Varzea,6,partly cloudy,no wind,,,,,,
6/17/25,YRS,Night,Forest Plot Perimeter,FPPE-05,"O,J",8:17 PM,11:35 PM,Salamander,SL35,Plethodontidae,Bolitoglossa altamazonica,Amazon Climbing Salamander,9:14 PM,S 00º40.8668' W 076º24.2495',Owen,74.7,94.5,0.2,U,Terrafirme,6,partly cloudy,no wind,,,,,,
6/17/25,YRS,Night,Forest Plot Perimeter,FPPE-02,"O,J",8:17 PM,11:35 PM,Frog,FG355,Craugastoridae,Oreobates quixensis,Common Big-headed Frog,9:50 PM,S 00º41.1410' W 076º24.1613',Owen,75.6,94.9,0,G,Terrafirme,6,partly cloudy,no wind,,,,,,
6/17/25,YRS,Night,Forest Plot Perimeter,FPPE-02,"O,J",8:17 PM,11:35 PM,Salamander,SL36,Plethodontidae,Bolitoglossa altamazonica,Amazon Climbing Salamander,10:48 PM,S 00º41.1335' W 076º23.7442',Owen,75.9,95,0,U,Terrafirme,6,partly cloudy,no wind,,,,,,
6/17/25,YRS,Night,Forest Plot Perimeter,FPPE-02,"O,J",8:17 PM,11:35 PM,Salamander,SL37,Plethodontidae,Bolitoglossa altamazonica,Amazon Climbing Salamander,10:49 PM,S 00º41.1352' W 076º23.7462',Owen,75.9,95,0.3,U,Terrafirme,6,partly cloudy,no wind,,,,,,
6/17/25,YRS,Night,Forest Plot Perimeter,FPPE-02,"O,J",8:17 PM,11:35 PM,Frog,FG356,Hylidae,Osteocephalus yasuni,Yasuni Spiny-backed Treefrog,10:54 PM,S 00º41.1262' W 076º23.7170',Owen,75.5,92.8,3.2,U,Terrafirme,6,partly cloudy,no wind,,,,,,
6/17/25,YRS,Night,Forest Plot Perimeter,FPPE-02,"O,J",8:17 PM,11:35 PM,Frog,FG357,Hylidae,Osteocephalus yasuni,Yasuni Spiny-backed Treefrog,11:05 PM,S 00º41.0293' W 076º23.7147',Jacob,76.2,93.8,1.2,U,Terrafirme,6,partly cloudy,no wind,,,,,,
