Station,Start_Date,End_Date,Start_Date_Start_Time,End_Date_End_Time,Survey_Type,Gross_ID,Common_Name,Tadpole_phase,Family,Genus,Species,Segment,Seg_dist_m,Parent_Trail_LongName,Height_of_Individual,Habitat_Type,Diurnal_Nocturnal
YRS,6/9/2025,6/9/2025,6/9/2025 20:15,6/9/2025 23:03,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,KINK-01,321,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,Terrafirme,Nocturnal
TBS,6/29/2025,6/29/2025,6/29/2025 20:08,6/29/2025 23:03,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,CHIO-01,609,Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa,G,Varzea,Nocturnal
TBS,6/29/2025,6/29/2025,6/29/2025 20:08,6/29/2025 23:03,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,NUMA-01,290,Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa,G,Varzea,Nocturnal
TBS,7/2/2025,7/2/2025,7/2/2025 20:06,7/2/2025 22:53,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,LAGO-01,719,Anaconda-Lago,G,Varzea,Nocturnal
TBS,6/22/2024,6/22/2024,6/22/2024 20:06,6/22/2024 22:29,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,LAGO-02,1450,Anaconda-Lago,G,Varzea,Nocturnal
YRS,6/29/2024,6/29/2024,6/29/2024 20:04,6/29/2024 23:19,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,GAWA-01,272,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,Varzea,Nocturnal
YRS,6/29/2024,6/29/2024,6/29/2024 20:04,6/29/2024 23:19,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,GAWA-02,650,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,Varzea,Nocturnal
YRS,7/3/2024,7/3/2024,7/3/2024 20:11,7/3/2024 23:07,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,PERU-05,301,Ceiba-Peru,G,Terrafirme,Nocturnal
YRS,7/25/2024,7/25/2024,7/25/2024 20:19,7/25/2024 22:44,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,FPIN-01,1053,Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre,G,Terrafirme,Nocturnal
YRS,7/26/2024,7/26/2024,7/26/2024 20:02,7/26/2024 22:54,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,GAWA-02,650,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,G,Varzea,Nocturnal
TBS,6/3/2025,6/3/2025,6/3/2025 20:49,6/3/2025 23:05,Night,Frog,Tropical Bullfrogs,Yes,Leptodactylidae,Leptodactylus,NA,CHIO-02,1000,Numa-Chichico,G,Varzea,Nocturnal
YRS,6/12/2025,6/12/2025,6/12/2025 20:01,6/12/2025 22:53,Night,Frog,Amazon River Frog,No,Ranidae,Lithobates,palmipes,GAWA-03,692,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,Varzea,Nocturnal
YRS,6/12/2025,6/12/2025,6/12/2025 20:01,6/12/2025 22:53,Night,Frog,Amazon River Frog,No,Ranidae,Lithobates,palmipes,GAWA-03,692,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,Varzea,Nocturnal
TBS,6/26/2025,6/26/2025,6/26/2025 14:10,6/26/2025 15:49,Afternoon,Frog,Amazon River Frog,No,Ranidae,Lithobates,palmipes,GUAC-04,1912,Guacamayo,G,Terrafirme,Nocturnal
YRS,7/11/2025,7/11/2025,7/11/2025 20:14,7/11/2025 22:40,Night,Frog,Amazon River Frog,No,Ranidae,Lithobates,palmipes,GAWA-03,692,Gawape-Chorongo-Kinkajou,G,Varzea,Nocturnal
YRS,7/11/2025,7/11/2025,7/11/2025 20:14,7/11/2025 22:40,Night,Frog,Amazon River Frog,No,Ranidae,Lithobates,palmipes,GAWA-03,692,Gawape-Chorongo-Kinkajou,G,Varzea,Nocturnal
YRS,7/11/2025,7/11/2025,7/11/2025 20:14,7/11/2025 22:40,Night,Frog,Amazon River Frog,No,Ranidae,Lithobates,palmipes,GAWA-03,692,Gawape-Chorongo-Kinkajou,G,Varzea,Nocturnal
YRS,6/29/2024,6/29/2024,6/29/2024 20:04,6/29/2024 23:19,Night,Frog,Amazon River Frog,No,Ranidae,Lithobates,palmipes,GAWA-02,650,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,Varzea,Nocturnal
YRS,6/29/2024,6/29/2024,6/29/2024 20:04,6/29/2024 23:19,Night,Frog,Amazon River Frog,No,Ranidae,Lithobates,palmipes,GAWA-02,650,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,Varzea,Nocturnal
YRS,6/29/2024,6/29/2024,6/29/2024 20:04,6/29/2024 23:19,Night,Frog,Amazon River Frog,No,Ranidae,Lithobates,palmipes,GAWA-02,650,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,Varzea,Nocturnal
YRS,7/26/2024,7/26/2024,7/26/2024 20:02,7/26/2024 22:54,Night,Frog,Amazon River Frog,No,Ranidae,Lithobates,palmipes,GAWA-01,272,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,G,Varzea,Nocturnal
YRS,7/26/2024,7/26/2024,7/26/2024 20:02,7/26/2024 22:54,Night,Frog,Amazon River Frog,No,Ranidae,Lithobates,palmipes,GAWA-03,692,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,G,Varzea,Nocturnal
YRS,6/10/2025,6/10/2025,6/10/2025 20:07,6/10/2025 22:33,Night,Frog,Painted Antnest Frog,Yes,Leptodactylidae,Lithodytes,lineatus,CEIB-01,490,Ceiba-Peru,G,Terrafirme,Nocturnal
YRS,6/12/2025,6/12/2025,6/12/2025 9:18,6/12/2025 10:40,Morning,Frog,Painted Antnest Frog,Yes,Leptodactylidae,Lithodytes,lineatus,NAPO-02,419,Napo-Kinkajou-Chorongo,G,Terrafirme,Nocturnal
TBS,6/23/2025,6/23/2025,6/23/2025 14:52,6/23/2025 17:22,Afternoon,Frog,Fleshbelly Frogs,No,Craugastoridae,NA,NA,HARP-05,740,Harpia-Mata Mata,G,Terrafirme,Nocturnal
TBS,6/26/2025,6/26/2025,6/26/2025 20:01,6/26/2025 22:51,Night,Frog,Tree Frogs and Allies,Yes,Hylidae,NA,NA,NUMA-02,268,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,U,Varzea,Nocturnal
YRS,7/5/2025,7/5/2025,7/5/2025 20:26,7/5/2025 23:30,Night,Frog,Tree Frogs and Allies,Yes,Hylidae,NA,NA,PERU-02,738,Coca-Ceiba-Peru-Tiputini-Peru,U,Varzea,Nocturnal
YRS,7/13/2025,7/13/2025,7/13/2025 20:51,7/13/2025 22:41,Night,Frog,Tree Frogs and Allies,Yes,Hylidae,NA,NA,TIMA-01,128,Botanico-Tinamou-Napo-Timatai-Bariso,U,Terrafirme,Nocturnal
YRS,7/14/2025,7/14/2025,7/14/2025 20:34,7/14/2025 22:56,Night,Frog,Tree Frogs and Allies,Yes,Hylidae,NA,NA,MIRA-04,760,Mirador,U,Varzea,Nocturnal
YRS,7/16/2025,7/16/2025,7/16/2025 20:21,7/16/2025 22:24,Night,Frog,Tree Frogs and Allies,Yes,Hylidae,NA,NA,CEIB-02,463,Coca-Ceiba-Peru-Renacuajo-Mirador,U,Terrafirme,Nocturnal
TBS,6/3/2025,6/3/2025,6/3/2025 20:49,6/3/2025 23:05,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,NUMA-01,290,Numa-Chichico,G,Varzea,Crepuscular
TBS,6/3/2025,6/3/2025,6/3/2025 20:49,6/3/2025 23:05,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,CHIO-01,609,Numa-Chichico,G,Varzea,Crepuscular
TBS,6/4/2025,6/4/2025,6/4/2025 20:12,6/4/2025 22:32,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,ANAC-01,388,Anaconda-Lago,G,Varzea,Crepuscular
TBS,6/4/2025,6/4/2025,6/4/2025 20:12,6/4/2025 22:32,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,LAGO-02,1450,Anaconda-Lago,G,Varzea,Crepuscular
TBS,6/6/2025,6/6/2025,6/6/2025 20:08,6/6/2025 23:02,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,MAPO-03,388,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,G,Terrafirme,Crepuscular
TBS,6/6/2025,6/6/2025,6/6/2025 20:08,6/6/2025 23:02,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,MURC-01,156,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,G,Terrafirme,Crepuscular
TBS,6/6/2025,6/6/2025,6/6/2025 20:08,6/6/2025 23:02,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,MURC-01,156,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,G,Terrafirme,Crepuscular
TBS,6/6/2025,6/6/2025,6/6/2025 20:08,6/6/2025 23:02,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,MAPO-06,359,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,G,Terrafirme,Crepuscular
TBS,6/7/2025,6/7/2025,6/7/2025 19:59,6/7/2025 22:26,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,GUAC-01,230,Guacamayo-Danta-Lago,G,Terrafirme,Crepuscular
TBS,6/7/2025,6/7/2025,6/7/2025 19:59,6/7/2025 22:26,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,GUAC-02,301,Guacamayo-Danta-Lago,G,Terrafirme,Crepuscular
YRS,6/10/2025,6/10/2025,6/10/2025 20:07,6/10/2025 22:33,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PERU-05,301,Ceiba-Peru,G,Varzea,Crepuscular
YRS,6/12/2025,6/12/2025,6/12/2025 9:18,6/12/2025 10:40,Morning,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,NAPO-04,220,Napo-Kinkajou-Chorongo,G,Varzea,Crepuscular
YRS,6/12/2025,6/12/2025,6/12/2025 20:01,6/12/2025 22:53,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,GAWA-01,272,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,Varzea,Crepuscular
YRS,6/12/2025,6/12/2025,6/12/2025 20:01,6/12/2025 22:53,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,NAPO-05,243,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,Terrafirme,Crepuscular
YRS,6/12/2025,6/12/2025,6/12/2025 20:01,6/12/2025 22:53,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,TUCA-01,240,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,Terrafirme,Crepuscular
YRS,6/17/2025,6/17/2025,6/17/2025 20:17,6/17/2025 23:35,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,FPPE-02,2520,Forest Plot Perimeter,G,Terrafirme,Crepuscular
TBS,6/21/2025,6/21/2025,6/21/2025 20:43,6/21/2025 23:53,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PARA-01,3522,Parahuaco,G,Varzea,Crepuscular
TBS,6/21/2025,6/21/2025,6/21/2025 20:43,6/21/2025 23:53,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PARA-01,3522,Parahuaco,G,Varzea,Crepuscular
TBS,6/21/2025,6/21/2025,6/21/2025 20:43,6/21/2025 23:53,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PARA-01,3522,Parahuaco,G,Varzea,Crepuscular
TBS,6/21/2025,6/21/2025,6/21/2025 20:43,6/21/2025 23:53,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PARA-01,3522,Parahuaco,G,Varzea,Crepuscular
TBS,6/23/2025,6/23/2025,6/23/2025 20:12,6/23/2025 23:04,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PUPL-01,270,Puma-Puma Plot,G,Terrafirme,Crepuscular
TBS,6/23/2025,6/23/2025,6/23/2025 20:12,6/23/2025 23:04,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PUPL-02,652,Puma-Puma Plot,G,Terrafirme,Crepuscular
TBS,6/23/2025,6/23/2025,6/23/2025 20:12,6/23/2025 23:04,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PUPL-02,652,Puma-Puma Plot,G,Terrafirme,Crepuscular
TBS,6/23/2025,6/23/2025,6/23/2025 20:12,6/23/2025 23:04,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PUPL-02,652,Puma-Puma Plot,G,Varzea,Crepuscular
TBS,6/26/2025,6/26/2025,6/26/2025 20:01,6/26/2025 22:51,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,MURC-01,156,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,G,Terrafirme,Crepuscular
TBS,6/26/2025,6/26/2025,6/26/2025 20:01,6/26/2025 22:51,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,MAPO-05,250,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,G,Terrafirme,Crepuscular
TBS,6/26/2025,6/26/2025,6/26/2025 20:01,6/26/2025 22:51,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,NUMA-02,268,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,G,Varzea,Crepuscular
TBS,6/29/2025,6/29/2025,6/29/2025 20:08,6/29/2025 23:03,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,CHIO-01,609,Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa,G,Varzea,Crepuscular
TBS,6/29/2025,6/29/2025,6/29/2025 20:08,6/29/2025 23:03,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,CHIO-01,609,Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa,G,Varzea,Crepuscular
TBS,6/29/2025,6/29/2025,6/29/2025 20:08,6/29/2025 23:03,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,MAPO-06,359,Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa,G,Terrafirme,Crepuscular
TBS,6/30/2025,6/30/2025,6/30/2025 20:12,6/30/2025 23:15,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PUPL-06,139,Puma-Puma Plot,G,Varzea,Crepuscular
TBS,6/30/2025,6/30/2025,6/30/2025 20:12,6/30/2025 23:15,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PUPL-10,248,Puma-Puma Plot,G,Varzea,Crepuscular
TBS,7/1/2025,7/1/2025,7/1/2025 20:48,7/1/2025 23:22,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,HAPL-01,2220,Harpia Plot-Harpia,G,Varzea,Crepuscular
TBS,7/1/2025,7/1/2025,7/1/2025 20:48,7/1/2025 23:22,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,HARP-01,483,Harpia Plot-Harpia,G,Terrafirme,Crepuscular
TBS,7/2/2025,7/2/2025,7/2/2025 20:06,7/2/2025 22:53,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,ANAC-01,388,Anaconda-Lago,G,Varzea,Crepuscular
TBS,7/2/2025,7/2/2025,7/2/2025 20:06,7/2/2025 22:53,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,ANAC-01,388,Anaconda-Lago,G,Varzea,Crepuscular
TBS,7/2/2025,7/2/2025,7/2/2025 20:06,7/2/2025 22:53,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,LAGO-02,1450,Anaconda-Lago,G,Varzea,Crepuscular
YRS,7/4/2025,7/4/2025,7/4/2025 20:21,7/4/2025 23:39,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,FPPE-05,291,Forest Plot Perimeter,G,Terrafirme,Crepuscular
YRS,7/5/2025,7/5/2025,7/5/2025 20:26,7/5/2025 23:30,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PERU-02,738,Coca-Ceiba-Peru-Tiputini-Peru,G,Terrafirme,Crepuscular
YRS,7/11/2025,7/11/2025,7/11/2025 20:14,7/11/2025 22:40,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,GAWA-01,272,Gawape-Chorongo-Kinkajou,G,Varzea,Crepuscular
YRS,7/13/2025,7/13/2025,7/13/2025 20:51,7/13/2025 22:41,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,TINA-02,509,Botanico-Tinamou-Napo-Timatai-Bariso,G,Terrafirme,Crepuscular
YRS,7/13/2025,7/13/2025,7/13/2025 20:51,7/13/2025 22:41,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,NAPO-02,419,Botanico-Tinamou-Napo-Timatai-Bariso,G,Terrafirme,Crepuscular
TBS,6/17/2024,6/17/2024,6/17/2024 20:04,6/18/2024 0:11,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,MAPO-02,170,Matapalo-Murcielago-Matapalo-Chichico-Numa-Matapalo,G,Terrafirme,Crepuscular
TBS,6/17/2024,6/17/2024,6/17/2024 20:04,6/18/2024 0:11,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,MAPO-04,387,Matapalo-Murcielago-Matapalo-Chichico-Numa-Matapalo,G,Terrafirme,Crepuscular
TBS,6/17/2024,6/17/2024,6/17/2024 20:04,6/18/2024 0:11,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,MAPO-05,250,Matapalo-Murcielago-Matapalo-Chichico-Numa-Matapalo,G,Terrafirme,Crepuscular
TBS,6/17/2024,6/17/2024,6/17/2024 20:04,6/18/2024 0:11,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,MAPO-06,359,Matapalo-Murcielago-Matapalo-Chichico-Numa-Matapalo,G,Terrafirme,Crepuscular
TBS,6/17/2024,6/17/2024,6/17/2024 20:04,6/18/2024 0:11,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,MAPO-06,359,Matapalo-Murcielago-Matapalo-Chichico-Numa-Matapalo,G,Terrafirme,Crepuscular
TBS,6/19/2024,6/19/2024,6/19/2024 19:58,6/19/2024 22:50,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,GUAC-01,230,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,G,Terrafirme,Crepuscular
TBS,6/23/2024,6/23/2024,6/23/2024 20:00,6/23/2024 22:36,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,MUPO-01,410,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,G,Varzea,Crepuscular
YRS,6/27/2024,6/27/2024,6/27/2024 20:07,6/27/2024 23:04,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,BARI-01,340,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,Varzea,Crepuscular
YRS,6/29/2024,6/29/2024,6/29/2024 20:04,6/29/2024 23:19,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,YCHO-02,691,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,Varzea,Crepuscular
YRS,6/29/2024,6/29/2024,6/29/2024 20:04,6/29/2024 23:19,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,KINK-01,321,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,Terrafirme,Crepuscular
YRS,7/3/2024,7/3/2024,7/3/2024 20:11,7/3/2024 23:07,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PERU-02,738,Ceiba-Peru,G,Terrafirme,Crepuscular
YRS,7/3/2024,7/3/2024,7/3/2024 20:11,7/3/2024 23:07,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PERU-02,738,Ceiba-Peru,G,Varzea,Crepuscular
YRS,7/4/2024,7/4/2024,7/4/2024 20:12,7/4/2024 23:00,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,YCHO-01,1230,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,Terrafirme,Crepuscular
YRS,7/4/2024,7/4/2024,7/4/2024 20:12,7/4/2024 23:00,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,NAPO-04,220,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,Terrafirme,Crepuscular
YRS,7/4/2024,7/4/2024,7/4/2024 20:12,7/4/2024 23:00,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,BARI-01,340,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,Varzea,Crepuscular
TBS,7/8/2024,7/8/2024,7/8/2024 20:01,7/8/2024 22:53,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PUEN-01,144,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,G,Terrafirme,Crepuscular
TBS,7/14/2024,7/14/2024,7/14/2024 20:51,7/15/2024 0:05,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,HAPL-01,2220,Harpia Plot-Harpia,G,Varzea,Crepuscular
TBS,7/14/2024,7/14/2024,7/14/2024 20:51,7/15/2024 0:05,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,HAPL-01,2220,Harpia Plot-Harpia,G,Varzea,Crepuscular
TBS,7/14/2024,7/14/2024,7/14/2024 20:51,7/15/2024 0:05,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,HARP-01,483,Harpia Plot-Harpia,G,Varzea,Crepuscular
TBS,7/15/2024,7/15/2024,7/15/2024 20:14,7/15/2024 23:42,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,ANAC-01,388,Anaconda-Lago,U,Varzea,Crepuscular
TBS,7/15/2024,7/15/2024,7/15/2024 20:14,7/15/2024 23:42,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,ANAC-01,388,Anaconda-Lago,G,Varzea,Crepuscular
TBS,7/15/2024,7/15/2024,7/15/2024 20:14,7/15/2024 23:42,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,LAGO-02,1450,Anaconda-Lago,G,Varzea,Crepuscular
TBS,7/15/2024,7/15/2024,7/15/2024 20:14,7/15/2024 23:42,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,LAGO-02,1450,Anaconda-Lago,G,Varzea,Crepuscular
TBS,7/15/2024,7/15/2024,7/15/2024 20:14,7/15/2024 23:42,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,LAGO-02,1450,Anaconda-Lago,G,Varzea,Crepuscular
TBS,7/15/2024,7/15/2024,7/15/2024 20:14,7/15/2024 23:42,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,LAGO-02,1450,Anaconda-Lago,G,Varzea,Crepuscular
TBS,7/17/2024,7/17/2024,7/17/2024 20:14,7/17/2024 23:22,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PUPL-02,652,Puma-Puma Plot,G,Terrafirme,Crepuscular
TBS,7/18/2024,7/18/2024,7/18/2024 20:00,7/18/2024 22:50,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,HAPL-01,2220,Harpia Plot-Harpia-Matapalo,G,Terrafirme,Crepuscular
TBS,7/20/2024,7/20/2024,7/20/2024 20:06,7/20/2024 23:51,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,PUPL-04,411,Puma-Puma Plot,G,Terrafirme,Crepuscular
YRS,7/26/2024,7/26/2024,7/26/2024 20:02,7/26/2024 22:54,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,GAWA-03,692,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,U,Varzea,Crepuscular
YRS,7/29/2024,7/29/2024,7/29/2024 20:20,7/29/2024 22:48,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,KINK-01,321,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,Varzea,Crepuscular
YRS,7/31/2024,7/31/2024,7/31/2024 20:38,7/31/2024 23:53,Night,Frog,Common Big-headed Frog,No,Craugastoridae,Oreobates,quixensis,TORR-01,900,Torre-Forest Plot North Edge-Forest Plot Interior,G,Varzea,Crepuscular
TBS,6/6/2025,6/6/2025,6/6/2025 20:08,6/6/2025 23:02,Night,Frog,Broad-headed Treefrogs,Yes,Hylidae,Osteocephalus,NA,MAPO-02,170,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,U,Terrafirme,Nocturnal
TBS,6/7/2025,6/7/2025,6/7/2025 19:59,6/7/2025 22:26,Night,Frog,Broad-headed Treefrogs,Yes,Hylidae,Osteocephalus,NA,DANT-01,591,Guacamayo-Danta-Lago,U,Varzea,Nocturnal
TBS,6/7/2025,6/7/2025,6/7/2025 19:59,6/7/2025 22:26,Night,Frog,Broad-headed Treefrogs,Yes,Hylidae,Osteocephalus,NA,DANT-01,591,Guacamayo-Danta-Lago,U,Varzea,Nocturnal
YRS,6/9/2025,6/9/2025,6/9/2025 20:15,6/9/2025 23:03,Night,Frog,Broad-headed Treefrogs,Yes,Hylidae,Osteocephalus,NA,YCHO-01,1230,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,U,Varzea,Nocturnal
YRS,6/15/2025,6/15/2025,6/15/2025 20:34,6/15/2025 23:24,Night,Frog,Broad-headed Treefrogs,Yes,Hylidae,Osteocephalus,NA,FPIN-01,1053,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,U,Varzea,Nocturnal
YRS,6/18/2025,6/18/2025,6/18/2025 20:47,6/18/2025 22:56,Night,Frog,Broad-headed Treefrogs,Yes,Hylidae,Osteocephalus,NA,MIRA-02,592,Mirador,C,Varzea,Nocturnal
YRS,6/18/2025,6/18/2025,6/18/2025 20:47,6/18/2025 22:56,Night,Frog,Broad-headed Treefrogs,Yes,Hylidae,Osteocephalus,NA,MIRA-02,592,Mirador,U,Varzea,Nocturnal
